DI,SO,TC,TC_count,TC_sum
10.1016/j.ejor.2015.01.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2015.01.026,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,27,271,4048
10.1016/j.ejor.2014.12.034,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.01.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2015.01.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2015.01.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.10.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,36,271,4048
10.1016/j.ejor.2014.12.048,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,23,271,4048
10.1016/j.ejor.2014.12.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2014.12.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2015.01.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2014.12.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2014.12.011,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2014.12.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.12.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2014.12.042,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,271,4048
10.1016/j.ejor.2014.12.046,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,19,271,4048
10.1016/j.ejor.2014.12.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2014.12.044,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.12.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,30,271,4048
10.1016/j.ejor.2014.10.056,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,19,271,4048
10.1016/j.ejor.2014.12.003,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2014.12.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.12.004,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.12.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2014.11.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.11.027,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,19,271,4048
10.1016/j.ejor.2014.12.001,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,25,271,4048
10.1016/j.ejor.2014.11.021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,28,271,4048
10.1016/j.ejor.2014.12.006,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2014.11.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.11.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2014.11.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,50,271,4048
10.1016/j.ejor.2014.11.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.10.038,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,64,271,4048
10.1016/j.ejor.2014.11.019,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.11.017,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.11.020,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2014.11.025,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2014.11.038,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,41,271,4048
10.1016/j.ejor.2014.11.004,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.11.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.11.033,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.10.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.10.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.11.026,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.10.052,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2014.10.061,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,27,271,4048
10.1016/j.ejor.2014.10.055,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.09.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2014.10.047,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,19,271,4048
10.1016/j.ejor.2014.10.054,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.10.060,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2014.11.001,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2014.11.006,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.10.064,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2014.10.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,29,271,4048
10.1016/j.ejor.2014.09.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2014.10.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,28,271,4048
10.1016/j.ejor.2014.10.018,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2014.10.032,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,22,271,4048
10.1016/j.ejor.2014.09.001,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.10.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2014.10.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.10.019,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2014.10.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2014.10.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2014.10.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.10.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2014.11.011,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.10.001,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2014.09.044,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,45,271,4048
10.1016/j.ejor.2014.09.055,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,58,271,4048
10.1016/j.ejor.2014.09.059,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,31,271,4048
10.1016/j.ejor.2014.08.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,32,271,4048
10.1016/j.ejor.2014.09.049,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,37,271,4048
10.1016/j.ejor.2014.09.062,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.09.046,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,271,4048
10.1016/j.ejor.2014.09.047,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.09.056,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2014.09.039,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2014.10.058,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2014.11.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.08.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2014.09.002,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2014.09.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.09.032,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2014.09.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.09.029,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2014.09.017,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,46,271,4048
10.1016/j.ejor.2014.09.050,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,24,271,4048
10.1016/j.ejor.2014.09.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.09.021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.08.044,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.09.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2014.09.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2014.09.006,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2014.09.018,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.08.037,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.09.011,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.09.027,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2014.08.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2014.09.008,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.09.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2014.09.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.09.051,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.07.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,97,271,4048
10.1016/j.ejor.2014.08.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,75,271,4048
10.1016/j.ejor.2014.07.047,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2014.08.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.08.021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.08.028,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2014.08.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.08.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2014.08.026,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2014.05.037,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.07.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,38,271,4048
10.1016/j.ejor.2014.08.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.07.049,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.07.042,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.07.037,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2014.07.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.07.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2014.07.029,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,28,271,4048
10.1016/j.ejor.2014.07.027,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.07.034,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.08.019,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.08.022,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.07.022,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2014.07.015,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2014.07.005,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.07.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.07.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2014.07.030,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,25,271,4048
10.1016/j.ejor.2014.07.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2014.07.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2014.07.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2014.06.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,58,271,4048
10.1016/j.ejor.2014.06.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2014.06.034,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,33,271,4048
10.1016/j.ejor.2014.04.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,50,271,4048
10.1016/j.ejor.2014.06.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2014.06.015,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,28,271,4048
10.1016/j.ejor.2014.06.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.06.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2014.06.044,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,30,271,4048
10.1016/j.ejor.2014.07.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2014.07.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.eswa.2015.08.003,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2015.07.057,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.07.052,EXPERT SYSTEMS WITH APPLICATIONS,59,795,15025
10.1016/j.eswa.2015.08.007,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.08.006,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2015.08.005,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.07.079,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2015.08.002,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.08.001,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2015.07.076,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.07.075,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2015.07.074,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.07.072,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2015.07.071,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.07.069,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.07.068,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2015.07.062,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2015.07.061,EXPERT SYSTEMS WITH APPLICATIONS,43,795,15025
10.1016/j.eswa.2015.07.060,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.07.037,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2015.07.027,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2015.07.023,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2015.07.009,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2015.08.020,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.07.073,EXPERT SYSTEMS WITH APPLICATIONS,71,795,15025
10.1016/j.eswa.2015.08.013,EXPERT SYSTEMS WITH APPLICATIONS,54,795,15025
10.1016/j.eswa.2015.08.004,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.08.011,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2015.07.056,EXPERT SYSTEMS WITH APPLICATIONS,38,795,15025
10.1016/j.eswa.2015.08.026,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2015.07.066,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2015.08.009,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.077,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2015.08.027,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.08.012,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.08.022,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.08.008,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.07.078,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2015.08.010,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2015.07.040,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2015.07.070,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2015.07.049,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.08.029,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2015.08.021,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2015.07.067,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2015.08.016,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2015.08:025,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2015.08.024,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.08.014,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.06.054,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.06.055,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2015.06.057,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2015.07.002,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2015.07.006,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.07.019,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2015.07.026,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.07.031,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.07.032,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2015.07.034,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2015.07.055,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.04.031,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.06.053,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2015.06.056,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.07.001,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2015.06.058,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.003,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2015.07.004,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.07.005,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2015.07.007,EXPERT SYSTEMS WITH APPLICATIONS,94,795,15025
10.1016/j.eswa.2015.07.008,EXPERT SYSTEMS WITH APPLICATIONS,39,795,15025
10.1016/j.eswa.2015.07.010,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.07.011,EXPERT SYSTEMS WITH APPLICATIONS,0,795,15025
10.1016/j.eswa.2015.07.012,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2015.07.013,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.014,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2015.07.015,EXPERT SYSTEMS WITH APPLICATIONS,59,795,15025
10.1016/j.eswa.2015.07.017,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2015.07.018,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.07.020,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.021,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.07.022,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2015.07.024,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.07.025,EXPERT SYSTEMS WITH APPLICATIONS,56,795,15025
10.1016/j.eswa.2015.07.028,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.07.029,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2015.07.030,EXPERT SYSTEMS WITH APPLICATIONS,34,795,15025
10.1016/j.eswa.2015.07.033,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2015.07.035,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.07.036,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2015.07.039,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2015.07.041,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2015.07.042,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.043,EXPERT SYSTEMS WITH APPLICATIONS,45,795,15025
10.1016/j.eswa.2015.07.044,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.046,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2015.07.047,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2015.07.048,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2015.07.050,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2015.07.051,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2015.07.053,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2015.07.054,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.07.058,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2015.07.059,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.07.064,EXPERT SYSTEMS WITH APPLICATIONS,33,795,15025
10.1016/j.eswa.2015.07.065,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.06.052,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2015.05.037,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.05.046,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2015.05.054,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.05.039,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2015.05.043,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2015.05.036,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2015.05.029,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2015.05.014,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2015.06.004,EXPERT SYSTEMS WITH APPLICATIONS,37,795,15025
10.1016/j.eswa.2015.06.001,EXPERT SYSTEMS WITH APPLICATIONS,36,795,15025
10.1016/j.eswa.2015.05.050,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2015.06.015,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2015.06.020,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
