DI,SO,TC,TC_count,TC_sum
10.1016/j.eswa.2014.12.037,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2015.01.033,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.12.031,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.12.034,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.12.048,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.01.019,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.12.027,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2015.01.013,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.12.010,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.12.039,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2014.12.040,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2015.01.004,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2015.01.018,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.12.050,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.12.046,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2015.01.009,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2015.01.026,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.12.047,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2015.01.007,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2015.01.015,EXPERT SYSTEMS WITH APPLICATIONS,33,795,15025
10.1016/j.eswa.2015.01.001,EXPERT SYSTEMS WITH APPLICATIONS,34,795,15025
10.1016/j.eswa.2015.01.003,EXPERT SYSTEMS WITH APPLICATIONS,295,795,15025
10.1016/j.eswa.2014.12.014,EXPERT SYSTEMS WITH APPLICATIONS,39,795,15025
10.1016/j.eswa.2014.12.022,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.11.062,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.12.033,EXPERT SYSTEMS WITH APPLICATIONS,29,795,15025
10.1016/j.eswa.2014.12.006,EXPERT SYSTEMS WITH APPLICATIONS,32,795,15025
10.1016/j.eswa.2014.12.032,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.12.042,EXPERT SYSTEMS WITH APPLICATIONS,68,795,15025
10.1016/j.eswa.2014.12.041,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.11.042,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.12.021,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.12.016,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.11.046,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2014.11.044,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.11.069,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2014.11.067,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2014.12.025,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.11.029,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.12.020,EXPERT SYSTEMS WITH APPLICATIONS,49,795,15025
10.1016/j.eswa.2014.11.068,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.12.030,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.12.015,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.12.011,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.11.070,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.11.064,EXPERT SYSTEMS WITH APPLICATIONS,0,795,15025
10.1016/j.eswa.2014.11.058,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.11.060,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.12.004,EXPERT SYSTEMS WITH APPLICATIONS,29,795,15025
10.1016/j.eswa.2014.12.024,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.11.059,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.11.049,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2014.12.038,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.12.029,EXPERT SYSTEMS WITH APPLICATIONS,63,795,15025
10.1016/j.eswa.2014.12.023,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.12.043,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.12.035,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2014.12.013,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.11.054,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.12.012,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.12.044,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.11.056,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.11.033,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.12.045,EXPERT SYSTEMS WITH APPLICATIONS,0,795,15025
10.1016/j.eswa.2014.12.051,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.11.014,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.11.040,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.11.057,EXPERT SYSTEMS WITH APPLICATIONS,71,795,15025
10.1016/j.eswa.2014.11.043,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2014.11.048,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.12.003,EXPERT SYSTEMS WITH APPLICATIONS,77,795,15025
10.1016/j.eswa.2014.11.039,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2014.11.041,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.11.025,EXPERT SYSTEMS WITH APPLICATIONS,43,795,15025
10.1016/j.eswa.2014.11.034,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.10.029,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.11.017,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.11.030,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.11.053,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.11.035,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.11.050,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.11.051,EXPERT SYSTEMS WITH APPLICATIONS,0,795,15025
10.1016/j.eswa.2014.11.027,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.11.028,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2014.11.066,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.11.055,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.11.037,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.11.061,EXPERT SYSTEMS WITH APPLICATIONS,40,795,15025
10.1016/j.eswa.2014.10.042,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.11.065,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.11.036,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.11.032,EXPERT SYSTEMS WITH APPLICATIONS,54,795,15025
10.1016/j.eswa.2014.11.038,EXPERT SYSTEMS WITH APPLICATIONS,49,795,15025
10.1016/j.eswa.2014.11.063,EXPERT SYSTEMS WITH APPLICATIONS,32,795,15025
10.1016/j.eswa.2014.11.052,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.12.002,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.12.007,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.11.022,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2014.12.001,EXPERT SYSTEMS WITH APPLICATIONS,29,795,15025
10.1016/j.eswa.2014.12.005,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.12.009,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.11.045,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2014.12.008,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.10.044,EXPERT SYSTEMS WITH APPLICATIONS,28,795,15025
10.1016/j.eswa.2014.10.041,EXPERT SYSTEMS WITH APPLICATIONS,29,795,15025
10.1016/j.eswa.2014.11.001,EXPERT SYSTEMS WITH APPLICATIONS,55,795,15025
10.1016/j.eswa.2014.10.045,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.10.033,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2014.10.052,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2014.11.016,EXPERT SYSTEMS WITH APPLICATIONS,37,795,15025
10.1016/j.eswa.2014.10.051,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.09.054,EXPERT SYSTEMS WITH APPLICATIONS,68,795,15025
10.1016/j.eswa.2014.10.048,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.11.007,EXPERT SYSTEMS WITH APPLICATIONS,42,795,15025
10.1016/j.eswa.2014.10.047,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.11.008,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.10.034,EXPERT SYSTEMS WITH APPLICATIONS,46,795,15025
10.1016/j.eswa.2014.11.011,EXPERT SYSTEMS WITH APPLICATIONS,37,795,15025
10.1016/j.eswa.2014.10.050,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.10.043,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.10.021,EXPERT SYSTEMS WITH APPLICATIONS,35,795,15025
10.1016/j.eswa.2014.10.030,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.11.002,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.09.025,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.09.038,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.10.037,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.11.003,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.10.036,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.10.040,EXPERT SYSTEMS WITH APPLICATIONS,40,795,15025
10.1016/j.eswa.2014.10.032,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.11.004,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.10.049,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.10.039,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.11.005,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.11.018,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.10.053,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.11.013,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.11.015,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.11.009,EXPERT SYSTEMS WITH APPLICATIONS,65,795,15025
10.1016/j.eswa.2014.11.012,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.11.019,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.11.020,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.10.046,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.11.024,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.11.021,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.11.031,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.11.023,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.10.014,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.11.026,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.11.006,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.11.010,EXPERT SYSTEMS WITH APPLICATIONS,67,795,15025
10.1016/j.eswa.2014.10.026,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.09.011,EXPERT SYSTEMS WITH APPLICATIONS,65,795,15025
10.1016/j.eswa.2014.10.004,EXPERT SYSTEMS WITH APPLICATIONS,89,795,15025
10.1016/j.eswa.2014.10.017,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.10.028,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.10.016,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.09.058,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.10.024,EXPERT SYSTEMS WITH APPLICATIONS,56,795,15025
10.1016/j.eswa.2014.10.012,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.09.045,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.10.005,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2014.10.025,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.10.003,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.09.057,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2014.10.020,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.10.018,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.10.011,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.10.002,EXPERT SYSTEMS WITH APPLICATIONS,2,795,15025
10.1016/j.eswa.2014.10.015,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.09.056,EXPERT SYSTEMS WITH APPLICATIONS,1,795,15025
10.1016/j.eswa.2014.09.059,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.09.053,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.09.063,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.10.008,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.09.050,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.10.022,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2014.10.010,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.09.021,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.10.013,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.10.035,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.09.036,EXPERT SYSTEMS WITH APPLICATIONS,41,795,15025
10.1016/j.eswa.2014.09.043,EXPERT SYSTEMS WITH APPLICATIONS,30,795,15025
10.1016/j.eswa.2014.10.019,EXPERT SYSTEMS WITH APPLICATIONS,52,795,15025
10.1016/j.eswa.2014.09.042,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.10.031,EXPERT SYSTEMS WITH APPLICATIONS,58,795,15025
10.1016/j.eswa.2014.07.047,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.10.027,EXPERT SYSTEMS WITH APPLICATIONS,45,795,15025
10.1016/j.eswa.2014.09.060,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.09.062,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.09.055,EXPERT SYSTEMS WITH APPLICATIONS,15,795,15025
10.1016/j.eswa.2014.10.038,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.10.009,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.10.023,EXPERT SYSTEMS WITH APPLICATIONS,66,795,15025
10.1016/j.eswa.2014.09.006,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2014.10.001,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.09.020,EXPERT SYSTEMS WITH APPLICATIONS,87,795,15025
10.1016/j.eswa.2014.09.018,EXPERT SYSTEMS WITH APPLICATIONS,40,795,15025
10.1016/j.eswa.2014.08.025,EXPERT SYSTEMS WITH APPLICATIONS,39,795,15025
10.1016/j.eswa.2014.08.036,EXPERT SYSTEMS WITH APPLICATIONS,44,795,15025
10.1016/j.eswa.2014.08.030,EXPERT SYSTEMS WITH APPLICATIONS,150,795,15025
10.1016/j.eswa.2014.08.041,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.09.024,EXPERT SYSTEMS WITH APPLICATIONS,57,795,15025
10.1016/j.eswa.2014.09.026,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.08.058,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.09.019,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.09.049,EXPERT SYSTEMS WITH APPLICATIONS,110,795,15025
10.1016/j.eswa.2014.09.047,EXPERT SYSTEMS WITH APPLICATIONS,18,795,15025
10.1016/j.eswa.2014.09.023,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.09.041,EXPERT SYSTEMS WITH APPLICATIONS,45,795,15025
10.1016/j.eswa.2014.08.016,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.09.014,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.08.023,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.09.033,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.09.013,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.09.029,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.08.054,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.09.027,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.09.004,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.08.037,EXPERT SYSTEMS WITH APPLICATIONS,35,795,15025
10.1016/j.eswa.2014.08.046,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2014.09.002,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2014.09.030,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.09.016,EXPERT SYSTEMS WITH APPLICATIONS,71,795,15025
10.1016/j.eswa.2014.09.009,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.09.005,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.09.012,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.08.049,EXPERT SYSTEMS WITH APPLICATIONS,28,795,15025
10.1016/j.eswa.2014.09.008,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2014.09.035,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.09.032,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.09.015,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.09.037,EXPERT SYSTEMS WITH APPLICATIONS,21,795,15025
10.1016/j.eswa.2014.08.055,EXPERT SYSTEMS WITH APPLICATIONS,5,795,15025
10.1016/j.eswa.2014.08.053,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2014.09.007,EXPERT SYSTEMS WITH APPLICATIONS,26,795,15025
10.1016/j.eswa.2014.08.057,EXPERT SYSTEMS WITH APPLICATIONS,24,795,15025
10.1016/j.eswa.2014.08.024,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.08.042,EXPERT SYSTEMS WITH APPLICATIONS,27,795,15025
10.1016/j.eswa.2014.08.047,EXPERT SYSTEMS WITH APPLICATIONS,7,795,15025
10.1016/j.eswa.2014.08.051,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.09.034,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.09.010,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.09.052,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.09.003,EXPERT SYSTEMS WITH APPLICATIONS,31,795,15025
10.1016/j.eswa.2014.09.046,EXPERT SYSTEMS WITH APPLICATIONS,44,795,15025
10.1016/j.eswa.2014.09.051,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.09.044,EXPERT SYSTEMS WITH APPLICATIONS,8,795,15025
10.1016/j.eswa.2014.09.048,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2014.09.022,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.09.028,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.09.031,EXPERT SYSTEMS WITH APPLICATIONS,25,795,15025
10.1016/j.eswa.2014.10.006,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.09.040,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.10.007,EXPERT SYSTEMS WITH APPLICATIONS,50,795,15025
10.1016/j.eswa.2014.09.017,EXPERT SYSTEMS WITH APPLICATIONS,50,795,15025
10.1016/j.eswa.2014.09.061,EXPERT SYSTEMS WITH APPLICATIONS,12,795,15025
10.1016/j.eswa.2014.09.039,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2014.08.022,EXPERT SYSTEMS WITH APPLICATIONS,0,795,15025
10.1016/j.eswa.2014.08.029,EXPERT SYSTEMS WITH APPLICATIONS,69,795,15025
10.1016/j.eswa.2014.08.044,EXPERT SYSTEMS WITH APPLICATIONS,17,795,15025
10.1016/j.eswa.2014.08.018,EXPERT SYSTEMS WITH APPLICATIONS,146,795,15025
10.1016/j.eswa.2014.08.056,EXPERT SYSTEMS WITH APPLICATIONS,51,795,15025
10.1016/j.eswa.2014.08.048,EXPERT SYSTEMS WITH APPLICATIONS,50,795,15025
10.1016/j.eswa.2014.08.032,EXPERT SYSTEMS WITH APPLICATIONS,98,795,15025
10.1016/j.eswa.2014.08.039,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.09.001,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.08.034,EXPERT SYSTEMS WITH APPLICATIONS,23,795,15025
10.1016/j.eswa.2014.08.033,EXPERT SYSTEMS WITH APPLICATIONS,6,795,15025
10.1016/j.eswa.2014.08.028,EXPERT SYSTEMS WITH APPLICATIONS,22,795,15025
10.1016/j.eswa.2014.08.040,EXPERT SYSTEMS WITH APPLICATIONS,4,795,15025
10.1016/j.eswa.2014.08.035,EXPERT SYSTEMS WITH APPLICATIONS,9,795,15025
10.1016/j.eswa.2014.07.050,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.08.052,EXPERT SYSTEMS WITH APPLICATIONS,14,795,15025
10.1016/j.eswa.2014.08.050,EXPERT SYSTEMS WITH APPLICATIONS,10,795,15025
10.1016/j.eswa.2014.07.034,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.08.043,EXPERT SYSTEMS WITH APPLICATIONS,22,795,15025
10.1016/j.eswa.2014.08.038,EXPERT SYSTEMS WITH APPLICATIONS,19,795,15025
10.1016/j.eswa.2014.08.027,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
10.1016/j.eswa.2014.08.031,EXPERT SYSTEMS WITH APPLICATIONS,16,795,15025
10.1016/j.eswa.2014.08.045,EXPERT SYSTEMS WITH APPLICATIONS,11,795,15025
10.1016/j.eswa.2014.08.026,EXPERT SYSTEMS WITH APPLICATIONS,20,795,15025
10.1016/j.eswa.2014.07.018,EXPERT SYSTEMS WITH APPLICATIONS,72,795,15025
10.1016/j.eswa.2014.07.029,EXPERT SYSTEMS WITH APPLICATIONS,13,795,15025
10.1016/j.eswa.2014.07.041,EXPERT SYSTEMS WITH APPLICATIONS,3,795,15025
